movieId,tmdbId,overview,poster_path,genres,popularity
277,10510.0,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",/iUTPKkljdEjPlcPPYgbUz7APnHu.jpg,Fantasy|Drama|Family,7.9923
278,17402.0,"Even though Gwyn Marcus is engaged to her boyfriend, Matt, she is still afraid of commitment. While she admires her parents' loving relationship, she discovers that her family has not always been faithful in marriage, making it harder than ever to settle down. As her mother pressures her to get married, and plenty of attractive men appear in her life, Gwyn learns that she must balance her career, relationships and marriage to be truly happy.",/joturqaJfAJ8XHPadT8kibgSpS4.jpg,Comedy|Romance,1.2883
279,38722.0,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the '50s. As the second generation become adults in the '60s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.",/i6t6QF5QyUd3UAQ8JM8eVU1169D.jpg,Comedy|Drama,2.805
280,8438.0,"A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars.",/sU37ONoL9qUyYXUhubJSYH9tEoc.jpg,Crime|Drama,5.3523
281,11593.0,"A rascally nearing-retirement man juggles a workers' compensation suit while secretly working for his nemesis and flirting with his nemesis' young wife. As his estranged son returns, he faces new family responsibilities, while a banker plots to evict him from his home.",/xyAXFy6mOfgZcVWbceCeuTYadeq.jpg,Drama|Comedy,3.5497
282,1945.0,"In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.",/aIDp3x2YfijtdherR28pIH6yenn.jpg,Drama|Thriller,3.9316
283,39310.0,"Jason and Midget are two young, black teenagers living in Newark, New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",/lXJWJT6lfAg2NEqEueJcI4ESWSG.jpg,Crime|Drama,1.131
284,109560.0,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?",/5kXO783UrTaKZE3wn0KZv3RubZc.jpg,Action|Thriller|Crime|Drama,2.7872
285,56428.0,An experiment gone awry places a neurologist and a homicide detective in a psychopath's nightmarish world.,/rqArVCgag2ng179rb3OXeEnS4Lo.jpg,Horror,0.319
286,63105.0,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.",/dfBROAe2wXgbB7NbksvVvT49vZW.jpg,Science Fiction|Action|Thriller,2.6918
287,131957.0,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",/ouiE82bOuBl4IeEnY2gJe8teQFT.jpg,Drama|Romance,2.2585
288,241.0,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,Crime|Thriller|Drama,4.2924
289,9058.0,"Two childhood paranormal incidents have convinced schoolteacher Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to marry podiatrist Dwayne in 10 days, Faith receives a phone call from Dwayne's old classmate named Damon Bradley who is on his way to Venice. Faith tries to catch him at the airport but just misses him so she impulsively decides to fly to Venice hoping to finally encounter the man of her dreams; accompanying her on the trip is her sister-in-law and childhood best friend, Kate, who has just left her husband, Faith's brother Larry.",/7mLLANXgUg3bibTiUitDlB0NZcU.jpg,Romance|Comedy,4.2142
290,527.0,"A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",/1nd4SsytVc96hy92g8NNVPD3mzf.jpg,Drama,3.0313
292,6950.0,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,Action|Drama|Science Fiction|Thriller,3.3473
293,101.0,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,Crime|Drama|Action,12.0228
294,63020.0,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",/jxi3UDHf86kDk5hqJxnpEMzVch2.jpg,Comedy|Drama|Romance,4.3237
295,2307.0,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",/9pU8aNS1wEXVGNR9WnsX2O3w9qF.jpg,Comedy|Drama|Romance,1.6036
296,680.0,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,Thriller|Crime|Comedy,18.3752
297,41478.0,"In this sprawling, fictionalized history of the Black Panthers, 1960s Oakland becomes a war zone as the Panthers battle for the right to exist.",/gxGOkt6WBhSIdZiQqyVEccRURVv.jpg,Drama|History,4.7176
298,25296.0,"Mr. Chu is an elderly widower who teaches tai chi chuan in Beijing. He moves to America to live with his son's family, but finds the cultural adjustment difficult. Since his daughter-in-law is a white woman who does not speak Chinese, Mr. Chu's son, Alex, must mediate.",/46WdJMUhZpIsG5D7bb0lYjoE1Uu.jpg,Drama|Comedy,1.7945
299,40156.0,The deeply held religious convictions of an idealistic young priest are challenged when he must face extraordinary events within his own congregation.,/yCZ2eGJb78HzaYthNwVF8R0G6BG.jpg,Drama|Romance,2.6829
300,11450.0,"Herbert Stempel's transformation into an unexpected television personality unfolds as he secures victory on the cherished American game show, 'Twenty-One.' However, when the show introduces the highly skilled contestant Charles Van Doren to replace Stempel, it compels Stempel to let out his frustrations and call out the show as rigged. Lawyer Richard Goodwin steps in and attempts to uncover the orchestrated deception behind the scenes.",/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,History|Drama,4.9586
301,30304.0,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",/s1lUr4NWgOi4ftXLrUWGI49IvKK.jpg,Drama|History,5.3884
302,10452.0,"Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",/8uGkhBLiJMIkwohGPo3iB9AuwDg.jpg,Drama|History|Romance,2.4897
303,12106.0,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",/jhEmrXJpP6F3cqwyLjvgBgxxxFA.jpg,Western|Action|Drama|Romance|Thriller,3.5125
304,161495.0,"An elderly, yet young-at-heart man, moves in with his grandson, and both their lives turn upside-down.",/ww737E66JgONeNCSZVuGRy7TvXI.jpg,Drama|Comedy,5.2053
305,3586.0,"During Paris Fashion Week, models, designers and industry hot shots gather to work, mingle, argue and try to seduce one another.",/h0eJN4Dj5DhB4QtERMDK3VTOBuJ.jpg,Comedy,1.6653
306,110.0,"Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.",/JHmsBiX1tjCKqAul1lzC20WcAW.jpg,Drama|Mystery|Romance,2.2184
307,108.0,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",/33wsWxzsNstI8N7dvuwzFmj1qBd.jpg,Drama,2.9212
308,109.0,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",/fdIet3NSa27gobMbaUml66oCQNT.jpg,Comedy|Drama|Mystery,2.8048
309,159185.0,"A woman inherits her father's fireworks factory, as he had no son. The business does well and everything works in an orderly fashion until one day, an itinerant painter is hired to decorate the doors and vases at the factory. The woman, forbidden to marry and thereby involve outsiders in the factory ownership, finds herself drawn to the headstrong painter. When they fall in love, the situation throws her entire life into disarray",/wmW9WnTTBib4XTiLOYtLOlxvh5G.jpg,Drama,0.4269
310,36357.0,"Harry Habert, owner of a rental company, has an original idea—to rent baby's from a nearby orphanage to local families. He rents the Ward siblings, 2 boys and a girl, to his first customers.",/hnL5TxGumlBy68D4HovSlndEIkz.jpg,Comedy|Family|TV Movie,3.0955
311,92769.0,"Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?",/wG6wdsB9lqCwxsRycnzzXZDSo6m.jpg,Horror|Drama,0.5961
312,28033.0,A self-help advocate struggles to put his dysfunctional family in its place.,/80YaWpUokDoPynsJi0ittpts3J0.jpg,Comedy|Drama,0.9164
313,22586.0,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",/tmpO3vk8WguFOE4UXESGdWwHQOX.jpg,Family|Animation|Fantasy|Adventure|Comedy,5.0498
314,14334.0,"Ten-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie – a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate.",/jjYHAhscWp3uWutHSvFaLC3vEEW.jpg,Adventure|Fantasy|Family|Drama,3.0337
315,2636.0,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert, to kill her parents' killers. When Ned Trent, embittered ex-partner of Quick's, is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",/9CVAjtkSaFs9FyddGfThj11ZuQq.jpg,Action|Thriller,5.6063
316,2164.0,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",/4T6Po0XnZlevmhfPh3ZfEs5butR.jpg,Action|Adventure|Science Fiction,5.1376
317,11395.0,"On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself.",/hvV2rI60qOYELT7tHHLpxtafnBZ.jpg,Fantasy|Drama|Comedy|Family,5.5777
318,278.0,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,Drama|Crime,26.1973
319,9905.0,"When David, Juliet, and Alex find their new roommate dead with a large sum of money, they agree to hide the body and keep the cash. However, this newfound fortune gradually corrodes their friendship.",/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg,Crime|Thriller,1.443
320,87078.0,"Brothers Vincent and Clay meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?",/8lbOpuNaJBNT1gXbIDDyYnDIYut.jpg,Drama|Thriller,3.4837
321,12527.0,"Set in 1979, following a young Communist man's relationship with a gay Catholic writer, exploring tolerance, inclusion, homophobia and challenging its Cuban audience with great humour. Based on the short story by Cuban writer Senel Paz.",/knb8WaLJpqxztdpQY3D0ev6Ycpj.jpg,Comedy|Drama,3.8831
322,20306.0,"Guy is a young film executive who's willing to do whatever it takes to make it in Hollywood. He begins working for famed producer Buddy Ackerman, a domineering, manipulative, coldhearted boss. When Guy also finds out that his cynical girlfriend, Dawn, has been using sex as a career move, he reaches his limit. Guy decides to exact revenge on Buddy by kidnapping him and subjecting him to cruel and unusual punishment.",/eMRiIJIEyMLjWjktIqjNfzs9jGX.jpg,Crime|Comedy,3.6111
324,36614.0,"A widowed father has to deal with two complex issues: while he is searching for ""Miss Right,"" his son, who is in his 20s and gay, is searching for ""Mr. Right.""",/4rBI4KISTuMCsWGb0kurWxKjqPQ.jpg,Comedy|Drama|Romance,5.8194
325,27993.0,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man.",/3QpB4KpMKRnZnsJOsemOZHDoQKw.jpg,Comedy,4.7995
326,31439.0,Married couple Fugui and Jiazhen endure tumultuous events in mid-20th century mainland China as their personal fortunes move from wealthy landownership to peasantry.,/bv0qREWTw8TPAtgt22ELp1UlKVl.jpg,Drama|Romance|War,3.0142
327,9067.0,"After a comet disrupts the rain cycle of Earth, the planet has become a desolate, barren desert by the year 2033. With resources scarce, Kesslee, head of the powerful and evil Water & Power Corporation, the de facto government, has taken control of the water supply. Unwilling to cower under Kesslee's tyrannical rule, a pair of outlaws known as Tank Girl and Jet Girl rise up, joining the mysterious rebel Rippers to destroy the corrupt system.",/qohdY3BcJ98sFneOUAWp0FmH4Z6.jpg,Action|Comedy|Science Fiction|Fantasy,3.178
328,9059.0,"Ex-soldier Frank Brayker is the guardian of an ancient key that can unlock tremendous evil; the sinister Collector is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years, Brayker finally stops in at a boarding house in New Mexico where — with the help of its residents — he plans to face off against the Collector and his band of ghouls, preventing them from ever seizing the key.",/8uD5yk0ECebJ59lhvhTBKhUojc.jpg,Horror|Comedy|Thriller,5.4343
329,193.0,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,/gh0ZZRwSmlzEZTIZee3ZCN9Jssx.jpg,Science Fiction|Action|Adventure|Thriller,2.1617
330,25066.0,A strange mortician tells four horrific tales to three drug dealers that he traps in their local funeral parlor.,/glPNCcI7V8zTTI3BG0iIUJJcwXN.jpg,Horror|Crime|Thriller|Drama|Fantasy,3.4609
331,46797.0,"The story of the marriage of the poet T. S. Eliot to socialite Vivienne Haigh-Wood, which had to cope with her gynaecological and emotional problems and his growing fame.",/iw4ofGbX2AbJ4p17CixwnMjuoJ0.jpg,Drama|Romance,3.3454
332,12122.0,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.",/pXXNmSVqkvSMoMitsdjK0V8Dkna.jpg,Thriller|Horror|Science Fiction,3.8035
333,11381.0,"To save the family business, two ne’er-do-well traveling salesmen hit the road with disastrously funny consequences.",/jeEM8v1OA9u6F5NC2lzXD04Ls1U.jpg,Comedy,8.4656
334,32636.0,"An uninterrupted rehearsal of Chekhov's 'Uncle Vanya' plays out by a company of actors. The setting: their run-down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.",/sYkkHsqXyUcFoLbXt4WNwnRRpT1.jpg,Drama,2.3962
335,36141.0,A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfriend.,/61yu1ejOBWUrrMRplRbjpvxgxVc.jpg,Crime|Drama|Thriller,5.9493
336,95963.0,"Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.",/c0RtcIN4oSzSZoNs0nJMevfGYS4.jpg,Drama|War,3.0074
337,1587.0,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.",/8r9yts6XHbB1xNLaPC6ExNAK1Qu.jpg,Romance|Drama,7.0204
338,9271.0,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",/5emgnXYrXjqyiup2JsvtuENseiV.jpg,Action|Crime|Science Fiction|Thriller,3.3658
339,2064.0,"A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg,Romance|Comedy,3.843
340,19855.0,The son of a Vietnam War Veteran must deal with neighborhood bullies as well as his dad's post-traumatic stress disorder while growing up in the deep south in the 1970's.,/eMJYqr5zs7rz54oZhiX4ez1BI5E.jpg,Drama|War,0.8093
341,60855.0,"Jade Li is a feisty, 20-something Chinese Canadian, trying to achieve that happy medium between giving in to her parent's wishes and fulfilling her own needs and desires - double happiness. Naturally, something's got to give and when love beckons in the shape of Mark, a white university student, the facade of the perfect Chinese daughter begins to slip.",/5sbnCdiFoZLe4G27ERS7wtj1lCY.jpg,Comedy|Romance|Drama,6.27
342,236.0,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg,Comedy|Drama|Romance,4.3696
343,48287.0,Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,/gJ5caIjtASchaTFx2VJr6drFYBx.jpg,Comedy|Drama|Family,1.7169
344,3049.0,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg,Comedy|Mystery|Crime,5.6178
345,2759.0,Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,/kJ7syYXEJgSBmBfSnF3Can9cK1J.jpg,Drama|Comedy,4.8525
346,12635.0,"Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe, John Lennon, and Sutcliffe's girlfriend Astrid Kirchherr.",/1BuFx7P8veAUUZDXqdMNhtdCUSM.jpg,Drama|Music,1.7627
347,10497.0,A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.,/qU9hqUSGyQfbkEdqluX21nWVcp9.jpg,Thriller|Drama|Romance,8.4557
348,11382.0,"After young playwright, David Shayne obtains funding for his play from gangster Nick Valenti, Nick's girlfriend Olive miraculously lands the role of a psychiatrist—but not only is she a bimbo who could never pass for a psychiatrist—she's a dreadful actress. David puts up with the leading man who is a compulsive eater, the grand dame who wants her part jazzed up, and Olive's interfering hitman/bodyguard—but, eventually he must decide whether art or life is more important.",/mY9D1oCLeDKNMdUO8EV7MoCZ3up.jpg,Comedy|Crime,1.4734
349,9331.0,"Agent Jack Ryan becomes acting Deputy Director of Intelligence for the CIA when Admiral Greer is diagnosed with cancer. When an American businessman, and friend of the president, is murdered on his yacht, Ryan starts discovering links between the man and drug dealers. As former CIA agent John Clark is sent to Colombia to kill drug cartel kingpins in retaliation, Ryan must fight through multiple cover-ups to figure out what happened and who's responsible.",/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg,Action|Drama|Thriller,3.5703
350,10731.0,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",/oLdkJ4ZjxPtFSUChdjDQvHM9l75.jpg,Drama|Thriller|Crime|Mystery,8.5216
351,10464.0,"When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.",/xuEubxRGut2Yh118RyNa6ruXXCp.jpg,Comedy|Family|Romance,6.959
352,34152.0,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg,Comedy|Drama,5.4135
353,9495.0,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven, watched over by a hypnotic crow, returns from the grave to exact revenge.",/rMMB3v6jYHjsvXRNJYESacoTD7j.jpg,Fantasy|Action|Thriller,4.5668
354,29973.0,"Al Stump is a famous sports-writer chosen by Ty Cobb to co-write his official, authorized 'autobiography' before his death. Cobb, widely feared and despised, feels misunderstood and wants to set the record straight about 'the greatest ball-player ever,' in his words.",/clOqh9is8vWZvX6AUjF4HtLdQMj.jpg,Drama,1.678
355,888.0,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,/k7gkf5Wa8YZ9iyEOylBMfw9pnkp.jpg,Fantasy|Comedy|Family,4.1166
356,13.0,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",/saHP97rTPS5eLmrLQEcANmKrsFl.jpg,Comedy|Drama|Romance,19.4926
357,712.0,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg,Comedy|Drama|Romance,3.8443
358,16295.0,"African-American student Malik is on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge, a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America.",/tuud1Blsdwo1KQRdz5UVwjlLAWQ.jpg,Drama|Crime|Thriller,2.4551
359,48992.0,"After her husband is arrested for looting, Lisette struggles for independence while dealing with her transgender sibling, her critical mother-in-law and assorted neighborhood eccentrics.",/aCxh21UPLHi7Pxm9ykH1GNx39OW.jpg,Comedy|Drama|Romance,2.5998
360,10879.0,Rival Chicago reporters Sabrina Peterson and Peter Brackett join forces to uncover a train wreck conspiracy.,/2uyytK3XFRPFXoTchFDtsWiSujn.jpg,Romance|Comedy,3.6307
361,10660.0,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg,Comedy|Drama|Romance,6.3419
362,10714.0,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",/rYoE6cuup9Ofam6AuYaiJLxF9OO.jpg,Family|Adventure|Drama,4.5948
363,41647.0,"This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.",/pZnBH4ZJnHcVFgeuK81w2tcHvRD.jpg,Documentary,1.36
364,8587.0,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,Family|Animation|Drama|Adventure,14.6204
365,1689.0,"After the death of Lama Dorje, Tibetan Buddhist monks find three children — one American and two Nepalese — who may be the rebirth of their great teacher.",/xy70xtdoKZ3PxlKkakwdhL3UFDQ.jpg,Drama|History,5.544
366,11596.0,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,/eN3UZUYapJ2CJCD9dN0LUZLouKa.jpg,Horror|Mystery|Fantasy,2.6048
367,854.0,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,Romance|Comedy|Crime|Fantasy,12.4271
368,9359.0,"Bret Maverick is a gambler who would rather con someone than fight them, and needs an additional $3k in order to enter a winner-takes-all poker game beginning in a few days. He joins forces with a woman with a marvelous Southern accent, and the two try and enter the game.",/mTVbGGi5PIexmxVzeyFd2RYKwfM.jpg,Action|Adventure|Comedy|Drama|Western,3.2283
369,23333.0,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",/avTHiIim0Jm0rs4ehFLck8u3NFW.jpg,Drama,1.0284
370,36593.0,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,Comedy|Crime,5.7968
371,12280.0,"Henry Hackett is the workaholic editor of a New York City tabloid. He loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchet-man Alicia Clark—Henry's nemesis—impose unpopular cutbacks.",/pGPrFbucRLwVtCKCeinwAklAl0l.jpg,Comedy|Drama,5.0519
